element,category,frequency_in_category,copies,tissue
938171,646,2,2,ILN
938171,647,1,1,ILN
938171,648,2,2,ILN
938171,655,1,1,MLN
938171,656,1,1,MLN
938171,661,7,18,SPL
938171,662,15,28,SPL
938171,663,11,22,SPL
938172,661,1,7,SPL
938173,637,2,15,BM
938174,646,1,2,ILN
938174,648,1,10,ILN
938175,646,1,6,ILN
938176,655,1,12,MLN
938177,656,1,6,MLN
938178,639,1,1,BM
938178,657,1,11,MLN
938179,638,1,5,BM
938180,644,1,9,Ileum
938181,637,1,5,BM
938182,647,3,16,ILN
938182,648,1,5,ILN
938183,646,1,5,ILN
938184,656,1,9,MLN
938185,149,1,4,BM
938186,646,1,8,ILN
938187,149,2,7,BM
938188,646,1,8,ILN
938189,646,1,4,ILN
938190,148,1,6,BM
938191,656,1,4,MLN
938192,644,1,6,Ileum
938193,656,1,4,MLN
938194,157,1,5,ILN
938195,160,1,2,Jejunum
938195,649,2,3,Jejunum
938195,650,1,2,Jejunum
938195,658,1,1,PBL
938196,648,1,5,ILN
938197,648,1,4,ILN
938198,644,1,2,Ileum
938198,645,1,1,Ileum
938199,644,1,2,Ileum
938199,650,1,4,Jejunum
938200,646,1,3,ILN
938201,150,1,3,BM
938202,661,1,3,SPL
938203,648,1,3,ILN
938204,173,1,1,SPL
938204,661,1,2,SPL
938205,648,1,3,ILN
938206,655,1,3,MLN
938207,649,1,3,Jejunum
938208,149,1,2,BM
938209,655,1,3,MLN
938210,148,1,2,BM
938211,148,1,2,BM
938212,157,1,2,ILN
938212,656,1,2,MLN
938213,158,2,4,ILN
938214,157,1,2,ILN
938215,647,1,2,ILN
938216,647,1,2,ILN
938217,647,1,2,ILN
938218,647,1,2,ILN
938219,650,1,2,Jejunum
938220,656,1,2,MLN
938221,656,1,2,MLN
938222,656,1,2,MLN
938223,662,1,2,SPL
938224,655,1,2,MLN
938225,637,1,2,BM
938226,642,1,2,Colon
938226,647,1,1,ILN
938226,648,1,1,ILN
938227,647,1,2,ILN
938228,655,2,46,MLN
938229,647,1,2,ILN
938230,638,1,2,BM
938231,640,1,2,Colon
938232,646,1,2,ILN
938233,656,1,2,MLN
938234,656,1,2,MLN
938235,638,1,2,BM
938236,656,1,2,MLN
938237,649,1,2,Jejunum
938238,647,1,19,ILN
938239,649,1,2,Jejunum
938240,655,2,4,MLN
938241,657,1,6,MLN
938242,644,1,2,Ileum
938243,656,1,4,MLN
938244,657,1,2,MLN
938245,660,1,27,PBL
938246,657,1,2,MLN
938247,655,1,14,MLN
938248,657,1,5,MLN
938249,655,1,10,MLN
938250,659,1,16,PBL
938251,646,1,6,ILN
938252,646,1,6,ILN
938253,640,1,5,Colon
938253,643,1,2,Ileum
938253,644,1,2,Ileum
938253,650,2,6,Jejunum
938254,657,1,6,MLN
938255,657,1,5,MLN
938256,656,1,4,MLN
938257,655,1,4,MLN
938258,644,1,1,Ileum
938258,651,1,1,Jejunum
938259,638,1,3,BM
938260,638,1,3,BM
938261,639,1,2,BM
938262,639,1,2,BM
938263,638,1,2,BM
938264,646,1,2,ILN
938264,648,1,2,ILN
938265,648,1,2,ILN
938266,663,1,2,SPL
938267,643,1,2,Ileum
938267,644,1,1,Ileum
938267,649,1,1,Jejunum
938268,649,1,8,Jejunum
938269,660,1,6,PBL
938270,640,1,2,Colon
938271,645,1,18,Ileum
938272,660,1,12,PBL
938273,660,2,9,PBL
938274,647,1,3,ILN
938275,655,1,19,MLN
938276,649,1,3,Jejunum
938277,639,1,10,BM
938278,646,1,2,ILN
938279,646,1,3,ILN
938280,662,1,3,SPL
938281,662,1,1,SPL
938281,663,1,1,SPL
938282,662,1,2,SPL
938283,641,1,29,Colon
938284,663,1,3,SPL
938285,639,1,54,BM
938286,638,1,18,BM
938287,640,1,12,Colon
938287,648,1,2,ILN
938288,649,1,4,Jejunum
938289,655,2,5,MLN
938290,648,1,2,ILN
938291,658,1,2,PBL
938292,659,1,2,PBL
938293,657,1,2,MLN
938294,655,1,10,MLN
938295,157,2,3,ILN
938295,158,23,81,ILN
938295,159,9,33,ILN
938295,173,12,70,SPL
938295,174,32,187,SPL
938295,646,5,36,ILN
938295,647,5,25,ILN
938295,648,1,8,ILN
938295,653,17,212,Lung
938295,661,25,343,SPL
938295,662,13,163,SPL
938295,663,10,89,SPL
938296,640,1,1,Colon
938296,652,29,633,Lung
938296,653,9,195,Lung
938296,654,9,121,Lung
938297,171,10,436,PBL
938298,656,1,1,MLN
938298,659,11,357,PBL
938299,640,1,2,Colon
938299,643,3,50,Ileum
938299,644,2,56,Ileum
938299,649,2,28,Jejunum
938299,651,1,110,Jejunum
938300,640,1,127,Colon
938301,637,4,122,BM
938302,150,6,119,BM
938303,638,3,111,BM
938304,150,2,34,BM
938304,637,4,111,BM
938304,639,4,86,BM
938305,655,4,111,MLN
938306,148,1,2,BM
938306,638,1,96,BM
938306,660,1,42,PBL
938307,639,3,95,BM
938308,656,1,2,MLN
938309,637,1,4,BM
938310,657,1,4,MLN
938311,663,1,19,SPL
938312,640,1,87,Colon
938313,663,1,16,SPL
938314,637,4,94,BM
938315,646,1,8,ILN
938315,648,1,8,ILN
938316,661,4,91,SPL
938317,647,1,2,ILN
938318,655,1,38,MLN
938318,657,3,47,MLN
938319,659,1,2,PBL
938320,640,3,64,Colon
938320,651,2,20,Jejunum
938321,150,2,78,BM
938322,646,1,9,ILN
938322,647,1,2,ILN
938322,662,1,76,SPL
938323,655,2,76,MLN
938324,639,4,76,BM
938325,657,4,73,MLN
938326,646,1,5,ILN
938326,662,2,54,SPL
938327,661,2,59,SPL
938328,650,2,57,Jejunum
938329,655,3,61,MLN
938329,656,1,6,MLN
938330,655,1,55,MLN
938331,648,1,5,ILN
938332,662,1,54,SPL
938333,655,4,82,MLN
938334,657,1,54,MLN
938335,639,2,53,BM
938335,642,1,1,Colon
938335,657,1,1,MLN
938336,661,2,55,SPL
938337,662,1,52,SPL
938338,639,2,55,BM
938339,638,1,50,BM
938340,638,1,50,BM
938341,640,1,11,Colon
938341,641,2,50,Colon
938341,642,2,37,Colon
938341,647,1,1,ILN
938342,661,1,49,SPL
938343,646,1,2,ILN
938344,639,1,9,BM
938345,655,2,51,MLN
938346,657,2,57,MLN
938347,639,3,52,BM
938348,158,5,55,ILN
938348,159,1,6,ILN
938348,647,1,2,ILN
938349,653,2,63,Lung
938350,656,2,14,MLN
938350,657,2,37,MLN
938351,657,1,47,MLN
938352,661,1,46,SPL
938353,651,1,5,Jejunum
938354,638,3,49,BM
938355,656,1,3,MLN
938356,646,1,27,ILN
938356,662,1,6,SPL
938356,663,2,41,SPL
938357,663,1,3,SPL
938358,655,1,45,MLN
938358,657,1,18,MLN
938359,655,3,51,MLN
938359,657,2,36,MLN
938360,640,2,45,Colon
938361,655,1,43,MLN
938362,155,1,4,Ileum
938362,156,1,2,Ileum
938362,643,1,9,Ileum
938362,644,1,3,Ileum
938363,657,2,45,MLN
938364,656,1,3,MLN
938365,642,3,48,Colon
938366,639,1,42,BM
938367,649,1,42,Jejunum
938368,661,1,42,SPL
938369,655,2,48,MLN
938370,657,1,42,MLN
938371,650,2,78,Jejunum
938371,651,1,3,Jejunum
938372,661,2,43,SPL
938373,655,1,41,MLN
938374,657,3,48,MLN
938375,657,1,41,MLN
938376,150,2,42,BM
938377,661,2,52,SPL
938378,657,2,42,MLN
938379,158,4,46,ILN
938380,655,3,43,MLN
938381,655,2,41,MLN
938382,156,1,38,Ileum
938382,161,1,11,Jejunum
938382,644,3,30,Ileum
938382,645,1,1,Ileum
938382,650,1,7,Jejunum
938382,651,1,4,Jejunum
938383,158,1,38,ILN
938384,637,2,40,BM
938385,156,2,39,Ileum
938386,639,1,36,BM
938387,663,1,36,SPL
938388,639,1,35,BM
938389,663,2,38,SPL
938390,655,2,37,MLN
938391,640,2,37,Colon
938392,165,5,215,Lung
938392,649,2,17,Jejunum
938393,657,2,36,MLN
938394,154,1,62,Ileum
938394,160,3,19,Jejunum
938394,645,1,26,Ileum
938394,650,1,7,Jejunum
938395,158,2,35,ILN
938396,650,1,16,Jejunum
938397,640,1,33,Colon
938398,662,1,7,SPL
938399,662,1,2,SPL
938400,655,1,33,MLN
938401,662,1,2,SPL
938402,657,1,32,MLN
938403,663,1,31,SPL
938404,655,2,34,MLN
938405,663,1,30,SPL
938406,657,1,29,MLN
938407,639,1,28,BM
938408,646,1,12,ILN
938408,648,1,27,ILN
938409,655,1,26,MLN
938410,657,3,36,MLN
938411,158,4,31,ILN
938412,638,1,25,BM
938413,657,2,27,MLN
938414,646,1,14,ILN
938414,647,1,7,ILN
938414,648,1,3,ILN
938415,656,1,24,MLN
938416,655,1,11,MLN
938416,657,1,24,MLN
938417,641,1,2,Colon
938418,637,1,2,BM
938419,639,1,1,BM
938419,657,2,24,MLN
938420,160,1,22,Jejunum
938421,641,1,22,Colon
938422,650,2,41,Jejunum
938423,657,2,24,MLN
938424,663,3,25,SPL
938425,661,2,28,SPL
938426,655,1,21,MLN
938427,158,3,25,ILN
938428,644,1,20,Ileum
938429,656,1,20,MLN
938430,637,1,19,BM
938431,646,1,19,ILN
938432,649,2,4,Jejunum
938432,650,3,10,Jejunum
938432,651,2,14,Jejunum
938433,663,1,18,SPL
938434,655,1,18,MLN
938435,657,1,18,MLN
938436,649,1,17,Jejunum
938437,157,1,2,ILN
938437,648,1,15,ILN
938438,656,2,20,MLN
938439,159,1,14,ILN
938440,172,1,14,SPL
938441,646,1,14,ILN
938442,646,1,14,ILN
938443,646,1,14,ILN
938444,650,1,14,Jejunum
938445,662,1,14,SPL
938446,655,1,14,MLN
938447,656,1,3,MLN
938447,657,1,14,MLN
938448,158,1,13,ILN
938449,642,1,13,Colon
938450,640,2,16,Colon
938450,641,1,5,Colon
938451,656,2,16,MLN
938452,655,1,13,MLN
938453,657,2,21,MLN
938454,159,2,14,ILN
938455,173,1,12,SPL
938456,158,2,14,ILN
938456,646,1,6,ILN
938457,646,2,7,ILN
938457,647,1,6,ILN
938457,648,1,12,ILN
938458,655,1,12,MLN
938459,647,1,11,ILN
938460,655,1,11,MLN
938461,158,2,12,ILN
938462,158,1,10,ILN
938463,644,1,10,Ileum
938464,648,2,12,ILN
938465,656,1,10,MLN
938466,655,2,12,MLN
938467,655,2,12,MLN
938468,655,1,10,MLN
938469,158,4,4,ILN
938469,159,1,1,ILN
938469,160,1,1,Jejunum
938469,646,1,1,ILN
938469,655,1,1,MLN
938469,657,1,2,MLN
938470,158,1,8,ILN
938470,648,1,9,ILN
938471,646,1,7,ILN
938471,648,1,9,ILN
938472,646,1,9,ILN
938472,647,1,5,ILN
938473,656,2,13,MLN
938474,173,1,8,SPL
938475,648,1,7,ILN
938475,651,1,1,Jejunum
938476,648,1,8,ILN
938477,173,2,10,SPL
938478,647,1,7,ILN
938479,646,1,2,ILN
938479,647,1,5,ILN
938480,648,1,7,ILN
938481,656,1,7,MLN
938482,656,1,7,MLN
938483,656,1,7,MLN
938484,662,1,7,SPL
938485,172,1,6,SPL
938486,173,1,6,SPL
938487,647,1,6,ILN
938488,647,1,2,ILN
938488,652,1,4,Lung
938489,653,2,5,Lung
938489,654,2,3,Lung
938490,656,1,6,MLN
938491,662,1,6,SPL
938492,149,1,5,BM
938493,642,1,5,Colon
938494,638,1,5,BM
938495,648,1,5,ILN
938496,646,1,5,ILN
938497,656,1,5,MLN
938498,656,1,5,MLN
938499,656,1,5,MLN
938500,656,1,5,MLN
938501,655,1,5,MLN
938502,655,1,5,MLN
938503,159,1,4,ILN
938504,171,1,4,PBL
938505,158,1,4,ILN
938506,647,1,4,ILN
938507,648,1,4,ILN
938508,646,1,4,ILN
938509,646,1,4,ILN
938510,650,1,4,Jejunum
938511,656,1,4,MLN
938512,151,1,3,Colon
938513,159,1,3,ILN
938514,159,1,3,ILN
938515,158,1,3,ILN
938516,639,1,3,BM
938517,648,1,3,ILN
938518,650,1,3,Jejunum
938519,656,1,3,MLN
938520,663,1,3,SPL
938521,655,1,3,MLN
938522,655,1,3,MLN
938523,150,1,2,BM
938524,150,1,2,BM
938525,158,1,2,ILN
938526,639,1,1,BM
938526,651,1,1,Jejunum
938527,638,1,2,BM
938528,647,1,2,ILN
938529,647,1,2,ILN
938530,647,1,2,ILN
938531,647,1,2,ILN
938532,647,1,2,ILN
938533,647,1,1,ILN
938533,648,1,1,ILN
938534,648,1,2,ILN
938535,646,1,2,ILN
938536,646,1,1,ILN
938536,648,1,1,ILN
938537,656,1,2,MLN
938538,662,1,2,SPL
938539,663,1,2,SPL
938540,661,1,2,SPL
938541,655,1,2,MLN
938542,655,1,2,MLN
938543,657,1,2,MLN
938544,657,1,2,MLN
938545,657,1,2,MLN
938546,637,1,3,BM
938547,648,1,4,ILN
938548,659,1,1,PBL
938548,660,1,1,PBL
938549,646,1,4,ILN
938550,643,1,8,Ileum
938550,644,1,2,Ileum
938550,645,1,2,Ileum
938551,655,1,3,MLN
938552,655,1,6,MLN
938553,657,4,61,MLN
938554,638,1,43,BM
938555,637,1,3,BM
938556,640,1,4,Colon
938557,655,2,28,MLN
938558,656,1,6,MLN
938559,173,1,4,SPL
938560,648,1,3,ILN
938561,640,1,4,Colon
938562,640,1,3,Colon
938563,640,1,11,Colon
938563,642,1,6,Colon
938564,161,1,2,Jejunum
938564,162,1,2,Jejunum
938564,643,1,2,Ileum
938564,649,1,2,Jejunum
938564,650,2,8,Jejunum
938564,651,1,1,Jejunum
938565,659,4,99,PBL
938566,638,1,2,BM
938567,152,1,2,Colon
938568,638,1,3,BM
938569,661,1,5,SPL
938570,661,1,4,SPL
938571,639,1,1,BM
938571,657,3,84,MLN
938572,156,1,1,Ileum
938572,162,1,1,Jejunum
938572,164,1,1,Lung
938572,165,1,1,Lung
938572,166,538,21276,MLN
938572,168,11,34,MLN
938573,161,3,32,Jejunum
938573,645,21,389,Ileum
938573,649,9,110,Jejunum
938573,650,6,81,Jejunum
938573,651,10,306,Jejunum
938574,152,45,423,Colon
938574,153,43,322,Colon
938574,159,3,23,ILN
938574,646,2,14,ILN
938574,647,3,15,ILN
938574,648,4,22,ILN
938574,661,3,35,SPL
938574,662,13,95,SPL
938575,156,11,342,Ileum
938576,158,24,362,ILN
938577,637,8,171,BM
938577,638,14,124,BM
938578,172,1,2,SPL
938578,663,1,5,SPL
938579,641,1,2,Colon
938580,640,8,290,Colon
938580,641,4,165,Colon
938580,642,7,123,Colon
938581,156,1,1,Ileum
938581,157,7,26,ILN
938581,158,10,122,ILN
938581,159,6,61,ILN
938581,164,15,221,Lung
938581,174,3,77,SPL
938581,646,8,70,ILN
938581,647,8,54,ILN
938581,648,12,83,ILN
938581,650,1,27,Jejunum
938581,651,1,2,Jejunum
938581,653,5,125,Lung
938581,654,2,24,Lung
938581,662,2,80,SPL
938582,637,8,188,BM
938583,158,15,200,ILN
938584,637,6,164,BM
938584,639,1,6,BM
938585,640,3,102,Colon
938585,641,3,54,Colon
938586,656,1,4,MLN
938587,648,1,2,ILN
938588,158,14,161,ILN
938588,647,4,17,ILN
938589,646,1,2,ILN
938590,657,1,2,MLN
938591,659,5,156,PBL
938592,644,4,182,Ileum
938593,644,2,105,Ileum
938593,645,1,115,Ileum
938593,650,2,31,Jejunum
938594,160,4,32,Jejunum
938594,649,3,108,Jejunum
938594,650,1,37,Jejunum
938595,150,6,142,BM
938596,640,1,68,Colon
938596,642,3,102,Colon
938597,158,25,186,ILN
938597,648,1,4,ILN
938598,639,3,128,BM
938599,657,4,130,MLN
938600,158,8,131,ILN
938600,647,1,3,ILN
938600,648,1,1,ILN
938600,661,3,42,SPL
938601,158,12,136,ILN
938602,162,1,6,Jejunum
938602,645,4,81,Ileum
938602,650,3,59,Jejunum
938602,651,2,50,Jejunum
938603,173,7,160,SPL
938603,663,1,22,SPL
938604,649,2,27,Jejunum
938604,650,2,84,Jejunum
938605,154,1,4,Ileum
938605,644,1,64,Ileum
938605,649,1,14,Jejunum
938605,650,1,24,Jejunum
938606,661,4,128,SPL
938607,638,1,102,BM
938608,657,3,104,MLN
938609,661,3,103,SPL
938610,639,4,106,BM
938611,638,1,96,BM
938612,149,1,14,BM
938612,639,2,109,BM
938613,154,5,194,Ileum
938614,651,2,89,Jejunum
938615,155,1,2,Ileum
938616,657,5,90,MLN
938617,152,5,58,Colon
938617,153,5,49,Colon
938617,643,1,2,Ileum
938618,158,3,85,ILN
938619,651,3,129,Jejunum
938620,657,1,71,MLN
938621,645,2,57,Ileum
938621,649,2,72,Jejunum
938621,651,4,69,Jejunum
938622,657,4,144,MLN
938623,640,4,101,Colon
938624,662,2,71,SPL
938625,173,1,42,SPL
938625,661,3,73,SPL
938626,638,1,68,BM
938627,158,7,79,ILN
938627,646,1,12,ILN
938628,657,2,66,MLN
938629,655,1,62,MLN
938629,656,1,6,MLN
938629,657,3,67,MLN
938630,657,1,62,MLN
938631,158,3,65,ILN
938632,650,1,45,Jejunum
938632,651,2,83,Jejunum
938633,655,3,90,MLN
938633,656,1,17,MLN
938633,657,2,34,MLN
938634,637,1,57,BM
938634,638,1,22,BM
938635,158,7,71,ILN
938636,160,1,5,Jejunum
938636,643,1,1,Ileum
938636,649,2,58,Jejunum
938636,650,2,11,Jejunum
938637,662,1,55,SPL
938638,637,2,55,BM
938639,657,1,53,MLN
938640,656,1,16,MLN
938640,657,3,73,MLN
938641,155,3,54,Ileum
938642,640,1,2,Colon
938642,642,1,2,Colon
938643,655,1,50,MLN
938644,661,2,52,SPL
938645,657,3,78,MLN
938646,640,1,44,Colon
938647,655,1,44,MLN
938648,655,1,44,MLN
938649,641,1,43,Colon
938650,646,3,24,ILN
938650,661,1,43,SPL
938651,655,1,43,MLN
938652,641,2,44,Colon
938653,649,4,62,Jejunum
938653,650,2,26,Jejunum
938654,656,1,4,MLN
938654,657,5,117,MLN
938655,149,3,55,BM
938656,663,1,41,SPL
938657,655,1,40,MLN
938658,657,2,45,MLN
938659,644,1,16,Ileum
938659,649,2,26,Jejunum
938660,173,2,40,SPL
938661,639,2,40,BM
938662,639,1,38,BM
938663,637,2,40,BM
938664,655,1,38,MLN
938665,656,1,9,MLN
938666,639,1,37,BM
938667,655,1,8,MLN
938668,661,2,51,SPL
938669,655,1,35,MLN
938670,649,1,34,Jejunum
938671,643,1,2,Ileum
938672,655,1,34,MLN
938673,657,1,34,MLN
938674,637,1,2,BM
938675,651,1,33,Jejunum
938676,638,1,32,BM
938677,646,1,32,ILN
938678,650,2,34,Jejunum
938679,159,2,6,ILN
938679,643,1,13,Ileum
938679,645,2,13,Ileum
938679,649,2,18,Jejunum
938680,655,1,32,MLN
938681,173,1,31,SPL
938682,637,1,31,BM
938683,650,2,36,Jejunum
938683,651,3,28,Jejunum
938684,156,1,30,Ileum
938684,161,1,4,Jejunum
938684,651,1,21,Jejunum
938685,638,1,30,BM
938686,663,1,30,SPL
938687,655,1,30,MLN
938687,656,1,15,MLN
938688,655,2,36,MLN
938689,657,1,30,MLN
938690,661,1,15,SPL
938691,655,2,4,MLN
938692,656,1,29,MLN
938693,656,1,29,MLN
938694,153,1,3,Colon
938695,657,2,63,MLN
938696,650,2,32,Jejunum
938696,651,2,30,Jejunum
938697,651,2,57,Jejunum
938698,649,1,29,Jejunum
938699,661,1,43,SPL
938700,646,1,3,ILN
938700,648,1,8,ILN
938701,646,1,14,ILN
938701,662,2,31,SPL
938702,646,1,5,ILN
938703,655,2,31,MLN
938704,639,1,1,BM
938704,663,1,1,SPL
938705,639,1,4,BM
938706,657,1,2,MLN
938707,646,1,28,ILN
938708,638,1,2,BM
938709,157,1,7,ILN
938710,655,1,2,MLN
938711,656,1,28,MLN
938712,655,2,35,MLN
938713,639,1,26,BM
938714,661,2,28,SPL
938715,655,1,26,MLN
938716,646,1,25,ILN
938717,161,1,23,Jejunum
938718,660,1,2,PBL
938719,173,1,11,SPL
938719,648,1,3,ILN
938719,663,1,9,SPL
938720,663,1,23,SPL
938721,166,5,38,MLN
938722,661,2,24,SPL
938723,657,1,22,MLN
938724,166,3,25,MLN
938725,655,1,21,MLN
938726,158,1,2,ILN
938726,174,1,11,SPL
938726,640,1,1,Colon
938726,642,1,4,Colon
938726,647,2,4,ILN
938726,653,1,1,Lung
938727,647,1,20,ILN
938727,648,2,11,ILN
938728,166,4,26,MLN
938729,656,1,19,MLN
938730,166,1,18,MLN
938731,166,3,22,MLN
938732,648,1,18,ILN
938733,646,2,20,ILN
938734,651,3,22,Jejunum
938735,662,1,3,SPL
938736,648,1,2,ILN
938736,663,1,16,SPL
938737,645,1,2,Ileum
938738,647,1,17,ILN
938739,646,1,17,ILN
938740,650,1,17,Jejunum
938741,172,2,18,SPL
938742,166,4,35,MLN
938743,642,1,16,Colon
938744,647,1,7,ILN
938744,662,1,16,SPL
938745,655,2,18,MLN
938746,640,1,4,Colon
938746,642,1,11,Colon
938746,661,1,5,SPL
938747,171,5,97,PBL
938747,640,1,8,Colon
938747,644,1,1,Ileum
938747,648,1,3,ILN
938748,655,1,18,MLN
938749,157,2,2,ILN
938749,158,1,1,ILN
938749,646,10,91,ILN
938749,647,5,49,ILN
938749,648,9,59,ILN
938749,654,3,21,Lung
938749,661,1,4,SPL
938749,662,2,12,SPL
938749,663,1,13,SPL
938750,166,3,103,MLN
938751,658,4,109,PBL
938752,157,1,5,ILN
938752,647,1,15,ILN
938753,641,1,7,Colon
938754,657,1,16,MLN
938755,169,1,2,PBL
938755,637,1,13,BM
938755,638,1,34,BM
938755,639,1,18,BM
938756,661,1,15,SPL
938757,640,1,3,Colon
938757,641,1,7,Colon
938757,643,2,36,Ileum
938757,650,1,6,Jejunum
938758,638,1,6,BM
938759,661,1,15,SPL
938760,641,1,14,Colon
938760,642,1,7,Colon
938760,643,1,6,Ileum
938761,648,1,3,ILN
938762,657,1,13,MLN
938763,640,1,10,Colon
938763,643,1,24,Ileum
938763,644,1,15,Ileum
938764,151,1,1,Colon
938764,640,1,1,Colon
938764,641,2,31,Colon
938764,649,1,17,Jejunum
938765,656,1,14,MLN
938766,148,1,2,BM
938767,657,1,12,MLN
938768,642,1,19,Colon
938769,655,1,14,MLN
938770,655,6,28,MLN
938771,638,1,19,BM
938772,657,2,16,MLN
938773,646,4,19,ILN
938773,647,1,6,ILN
938774,650,1,4,Jejunum
938774,651,1,18,Jejunum
938775,647,2,5,ILN
938775,648,2,7,ILN
938776,642,2,22,Colon
938777,646,1,12,ILN
938777,647,1,13,ILN
938778,655,1,7,MLN
938779,655,1,16,MLN
938779,656,1,3,MLN
938780,648,1,13,ILN
938781,641,1,6,Colon
938782,637,2,15,BM
938782,638,1,14,BM
938783,648,1,13,ILN
938784,646,1,1,ILN
938784,648,1,5,ILN
938785,642,1,13,Colon
938786,157,5,5,ILN
938786,647,1,2,ILN
938786,648,1,6,ILN
938787,655,1,13,MLN
938788,639,1,5,BM
938789,646,1,13,ILN
938790,637,2,16,BM
938791,656,1,13,MLN
938792,646,2,8,ILN
938792,648,1,4,ILN
938793,638,1,11,BM
938794,656,3,21,MLN
938795,642,1,9,Colon
938795,650,1,11,Jejunum
938795,651,1,2,Jejunum
938796,647,2,7,ILN
938796,648,1,2,ILN
938797,649,1,13,Jejunum
938798,655,1,11,MLN
938799,663,1,13,SPL
938800,648,2,6,ILN
938801,655,1,10,MLN
938802,647,1,2,ILN
938802,648,1,9,ILN
938803,155,1,12,Ileum
938804,646,2,6,ILN
938804,647,1,2,ILN
938804,648,1,4,ILN
938805,643,1,9,Ileum
938806,166,6,23,MLN
938807,662,1,9,SPL
938808,646,1,4,ILN
938809,655,3,15,MLN
938810,645,1,8,Ileum
938810,650,1,2,Jejunum
938811,648,1,3,ILN
938812,646,1,4,ILN
938812,663,1,4,SPL
938813,656,2,14,MLN
938814,648,1,3,ILN
938815,646,1,8,ILN
938816,656,1,12,MLN
938817,646,1,8,ILN
938817,647,1,2,ILN
938818,646,1,3,ILN
938819,656,1,12,MLN
938820,650,1,8,Jejunum
938821,657,1,3,MLN
938822,656,1,12,MLN
938823,645,1,3,Ileum
938823,649,1,4,Jejunum
938823,650,2,3,Jejunum
938824,639,1,2,BM
938825,655,1,8,MLN
938826,656,1,12,MLN
938827,647,1,2,ILN
938828,655,1,8,MLN
938829,656,1,12,MLN
938830,647,1,2,ILN
938831,662,1,8,SPL
938831,663,1,4,SPL
938832,639,1,7,BM
938833,648,1,2,ILN
938834,646,1,7,ILN
938835,648,1,2,ILN
938836,656,1,7,MLN
938837,661,1,7,SPL
938838,646,1,2,ILN
938839,638,1,6,BM
938840,647,1,4,ILN
938840,648,1,7,ILN
938841,639,1,6,BM
938842,650,1,2,Jejunum
938843,646,1,11,ILN
938844,648,1,6,ILN
938845,657,2,4,MLN
938846,648,1,6,ILN
938847,646,1,8,ILN
938847,648,2,6,ILN
938848,646,1,6,ILN
938849,659,2,14,PBL
938850,655,2,5,MLN
938850,656,1,4,MLN
938851,662,1,6,SPL
938852,157,1,4,ILN
938852,159,1,2,ILN
938852,648,1,4,ILN
938853,662,1,6,SPL
938854,655,1,6,MLN
938855,166,3,23,MLN
938856,655,1,6,MLN
938857,646,1,3,ILN
938857,648,1,5,ILN
938858,647,1,1,ILN
938858,648,1,4,ILN
938859,166,2,15,MLN
938860,643,1,5,Ileum
938861,646,1,5,ILN
938862,656,2,9,MLN
938863,647,1,4,ILN
938863,648,1,6,ILN
938864,656,1,5,MLN
938865,648,1,10,ILN
938866,649,1,5,Jejunum
938867,646,1,10,ILN
938868,662,1,5,SPL
938869,662,1,5,SPL
938870,646,1,10,ILN
938871,662,1,5,SPL
938872,646,1,10,ILN
938873,644,1,4,Ileum
938874,642,3,10,Colon
938875,656,1,10,MLN
938876,646,1,3,ILN
938876,647,1,4,ILN
938876,648,2,3,ILN
938877,656,1,10,MLN
938878,662,1,4,SPL
938879,656,1,10,MLN
938880,661,1,4,SPL
938881,648,1,3,ILN
938882,657,1,10,MLN
938883,643,1,3,Ileum
938884,157,1,9,ILN
938885,640,1,3,Colon
938886,173,1,9,SPL
938887,650,2,5,Jejunum
938888,656,1,3,MLN
938889,166,1,9,MLN
938890,649,2,5,Jejunum
938891,661,1,1,SPL
938891,662,1,2,SPL
938891,663,1,2,SPL
938892,647,1,1,ILN
938892,648,1,1,ILN
938893,638,1,2,BM
938894,647,1,9,ILN
938895,662,1,2,SPL
938896,650,1,9,Jejunum
938897,663,1,2,SPL
938898,655,1,2,MLN
938899,662,1,9,SPL
938900,655,1,9,MLN
938901,166,4,16,MLN
938902,647,1,8,ILN
938903,647,1,8,ILN
938904,656,1,8,MLN
938905,656,1,8,MLN
938906,663,1,8,SPL
938907,161,1,7,Jejunum
938908,157,1,7,ILN
938909,162,2,9,Jejunum
938910,646,1,7,ILN
938910,647,1,2,ILN
938911,656,1,7,MLN
938912,656,3,12,MLN
938913,657,1,7,MLN
938914,151,1,6,Colon
938915,647,2,8,ILN
938916,647,1,6,ILN
938917,647,1,6,ILN
938918,648,1,6,ILN
938919,646,1,6,ILN
938920,658,1,6,PBL
938921,656,1,6,MLN
938922,162,1,1,Jejunum
938922,649,1,5,Jejunum
938923,641,1,5,Colon
938924,647,1,5,ILN
938925,647,1,5,ILN
938926,646,1,5,ILN
938927,646,1,5,ILN
938928,158,2,6,ILN
938928,648,1,2,ILN
938929,656,1,1,MLN
938929,657,1,3,MLN
938930,153,1,3,Colon
938931,160,1,2,Jejunum
938931,644,1,1,Ileum
938932,157,1,3,ILN
938933,150,2,5,BM
938934,159,1,3,ILN
938935,647,1,2,ILN
938936,644,1,40,Ileum
938936,651,1,13,Jejunum
938937,643,2,9,Ileum
938937,644,2,22,Ileum
938937,649,1,12,Jejunum
938937,650,1,5,Jejunum
938938,655,1,2,MLN
938939,641,1,1,Colon
938939,644,1,2,Ileum
938939,649,3,46,Jejunum
938939,650,4,30,Jejunum
